area,direction,elevator,fitment,name,property,total_price,type,unit_price
70.87平米,南,有,简装,庐山花园 ,非共有,290,3室1厅,单价40920元/平米
60.83平米,东,有,精装,联城美园 ,非共有,420,2室1厅,单价69045元/平米
101.42平米,南,有,精装,春天广场 ,非共有,788,3室2厅,单价77697元/平米
86.8平米,南,有,简装,椰风海岸 ,非共有,875,3室2厅,单价100807元/平米
63.78平米,东南,有,精装,中泰天成南山一品 ,非共有,760,3室2厅,单价119160元/平米
51.5平米,南,有,精装,蓝田壹站 ,非共有,248,2室1厅,单价48156元/平米
68.41平米,东南,有,精装,茵悦之生花园三期 ,非共有,400,2室2厅,单价58471元/平米
59.56平米,西,有,精装,官龙名苑 ,非共有,500,1室1厅,单价83949元/平米
44.53平米,西南,有,精装,华业玫瑰四季馨园一期 ,非共有,436,1室1厅,单价97912元/平米
76.61平米,西北,有,简装,珠江旭景佳园 ,非共有,463,2室1厅,单价60436元/平米
146.87平米,西南,有,精装,百仕达红树西岸 ,非共有,2375,3室2厅,单价161708元/平米
68.06平米,东南,有,精装,阳光新干线家园 ,非共有,375,2室1厅,单价55099元/平米
54.2平米,西北,无,简装,加洲花园 ,共有,285,2室2厅,单价52584元/平米
76.29平米,东南,有,精装,前海东岸 ,非共有,905,2室2厅,单价118627元/平米
56.27平米,南,有,精装,合正观澜汇 ,非共有,390,2室2厅,单价69309元/平米
62.8平米,东,有,简装,日豪名园 ,共有,280,2室1厅,单价44586元/平米
27.46平米,北,有,简装,京基御景华城 ,非共有,220,1室0厅,单价80117元/平米
43.94平米,东南,有,精装,万福人家 ,非共有,280,1室1厅,单价63724元/平米
33.78平米,北,有,简装,汇泰大厦 ,非共有,170,1室0厅,单价50326元/平米
79.74平米,西南,有,其他,金域豪庭 ,非共有,520,2室2厅,单价65212元/平米
27平米,西南 南,有,精装,自由港湾公寓 ,非共有,240,1室0厅,单价88889元/平米
57.95平米,东南,有,简装,骏庭名园 ,非共有,345,2室1厅,单价59535元/平米
42.3平米,东南,有,精装,金地龙城中央一期 ,非共有,109,1室1厅,单价25769元/平米
15.38平米,东南,有,简装,旭飞华天苑 ,非共有,78,1室0厅,单价50716元/平米
198.85平米,东南,有,精装,博林天瑞 ,非共有,1860,4室2厅,单价93538元/平米
46.38平米,北,有,精装,置地逸轩 ,非共有,275,1室1厅,单价59293元/平米
37平米,南,有,精装,龙光玖云著 ,非共有,110,2室1厅,单价29730元/平米
78.87平米,北,有,毛坯,万科千林山居一期（万科清林径） ,非共有,265,2室2厅,单价33600元/平米
59.93平米,西北,有,精装,七街公馆 ,非共有,365,2室1厅,单价60905元/平米
173.33平米,东南 西北,有,简装,宏观苑 ,非共有,1360,5室2厅,单价78464元/平米
64.32平米,北,有,精装,世纪广场 ,共有,510,2室2厅,单价79292元/平米
138.87平米,北,有,精装,君子广场 ,非共有,1370,4室2厅,单价98654元/平米
115.6平米,西,有,精装,东方沁园 ,非共有,468,3室2厅,单价40485元/平米
75.65平米,北,有,精装,缤纷年华 ,非共有,1120,3室1厅,单价148051元/平米
88.71平米,东南,有,精装,学府道花园 ,共有,580,3室2厅,单价65382元/平米
88.13平米,东南,有,简装,恒立心海湾花园 ,非共有,1050,3室1厅,单价119143元/平米
51.76平米,南,有,简装,彩福大厦 ,非共有,350,1室1厅,单价67620元/平米
79.82平米,西南,有,其他,天汇城 ,非共有,520,3室2厅,单价65147元/平米
144.05平米,南,有,简装,美丽365花园 ,非共有,820,3室1厅,单价56925元/平米
62.93平米,东南,有,其他,碧湾雅园 ,非共有,560,3室2厅,单价88988元/平米
88.7平米,北,有,其他,招商观园 ,非共有,598,3室2厅,单价67419元/平米
37.92平米,南,有,精装,友邻公寓 ,非共有,510,2室1厅,单价134494元/平米
89.49平米,北,有,其他,鹏达摩尔城 ,非共有,330,3室2厅,单价36876元/平米
80.56平米,东,有,精装,保利上城 ,非共有,260,3室1厅,单价32275元/平米
65.6平米,南,无,其他,阳光花园 ,非共有,300,2室1厅,单价45732元/平米
145.5平米,南 北,有,精装,英伦名苑二期 ,共有,1730,4室2厅,单价118901元/平米
165.42平米,东南,有,毛坯,波托菲诺纯水岸十六期 ,非共有,2600,4室2厅,单价157176元/平米
143.82平米,东南,有,精装,中粮凤凰里 ,非共有,999,5室2厅,单价69462元/平米
101.75平米,东南,有,其他,澳城1618 ,非共有,1850,3室1厅,单价181819元/平米
183.32平米,南,有,简装,雅颂居 ,非共有,2200,4室2厅,单价120009元/平米
87.51平米,北,有,精装,万科翰邻城 ,非共有,720,4室2厅,单价82277元/平米
197.07平米,南,有,毛坯,香山美墅·果岭 ,非共有,2700,4室2厅,单价137008元/平米
124.75平米,南 北,有,精装,大冲城市花园 ,非共有,2100,3室2厅,单价168337元/平米
98.6平米,东南,有,其他,椰风海岸 ,非共有,915,3室2厅,单价92800元/平米
98.86平米,东,有,其他,美丽AAA花园 ,非共有,590,3室1厅,单价59681元/平米
152.66平米,南,有,其他,怡龙枫景园 ,非共有,618,4室1厅,单价40483元/平米
86.21平米,南,有,其他,拾悦城 ,非共有,620,3室2厅,单价71918元/平米
66.27平米,东南,有,其他,桂芳园二期 ,非共有,300,2室1厅,单价45270元/平米
146.15平米,南,有,其他,星河银湖谷 ,非共有,1300,4室2厅,单价88950元/平米
93.5平米,东北,无,简装,水晶之城 ,非共有,320,3室1厅,单价34225元/平米
107.37平米,南,有,其他,城投七里香榭 ,非共有,888,4室2厅,单价82705元/平米
57.29平米,东南,有,其他,KPR佳兆业广场 ,非共有,165,1室1厅,单价28801元/平米
80平米,南,无,简装,翠薇园 ,非共有,818,3室1厅,单价102250元/平米
96.52平米,西北,有,其他,园东花园 ,非共有,990,3室2厅,单价102570元/平米
62.25平米,南,有,其他,泊林花园 ,非共有,400,2室1厅,单价64258元/平米
69.11平米,东南,无,简装,东方半岛花园A区 ,非共有,270,2室1厅,单价39069元/平米
87.05平米,东南,有,其他,特发和平里二期 ,非共有,660,3室1厅,单价75819元/平米
89.48平米,南 北,无,其他,雅豪祥苑 ,共有,318,3室2厅,单价35539元/平米
123.8平米,南 西南,有,其他,长怡花园 ,共有,1900,3室1厅,单价153474元/平米
41.29平米,东南,有,精装,银座金钻 ,非共有,210,1室1厅,单价50860元/平米
44.92平米,东,有,精装,KPR佳兆业广场 ,非共有,104.9,1室0厅,单价23353元/平米
88.2平米,东南 南,有,其他,振业天峦 ,非共有,365,3室1厅,单价41384元/平米
99.92平米,南 北,无,简装,凯丰花园一期 ,非共有,750,3室2厅,单价75061元/平米
89.41平米,东北,有,其他,银庄大厦 ,非共有,600,3室1厅,单价67107元/平米
45.42平米,北,有,精装,金地上塘道一期 ,非共有,365,1室1厅,单价80362元/平米
149.42平米,西北,有,其他,新世界四季山水 ,非共有,1300,3室1厅,单价87004元/平米
73.32平米,东北,有,其他,布吉中心花园 ,非共有,325,2室1厅,单价44327元/平米
87.72平米,东南,有,精装,尚水天成 ,非共有,598,3室1厅,单价68172元/平米
63.56平米,南,有,简装,华商时代公寓 ,非共有,200,2室1厅,单价31467元/平米
157.4平米,东南,有,精装,中旅国际公馆2期 ,非共有,3000,4室2厅,单价190598元/平米
42.78平米,东南,有,精装,金地龙城中央一期 ,非共有,138,1室1厅,单价32259元/平米
64.51平米,南 西,有,精装,风格名苑 ,非共有,550,2室1厅,单价85259元/平米
127.95平米,南 西南,有,简装,合正中央原著 ,非共有,839,3室2厅,单价65573元/平米
108.14平米,南,有,精装,环岛丽园 ,非共有,900,3室1厅,单价83226元/平米
87.23平米,南,有,精装,万象天成 ,非共有,283,2室1厅,单价32443元/平米
87.07平米,西南,有,其他,半岛城邦花园三期 ,非共有,1720,2室1厅,单价197543元/平米
69.66平米,西,有,简装,日豪名园 ,非共有,320,2室1厅,单价45938元/平米
188.47平米,东南,有,其他,波托菲诺纯水岸一期 ,非共有,2500,4室3厅,单价132648元/平米
131.94平米,东南,有,毛坯,鸿威de森林就瞰山 ,非共有,420,4室2厅,单价31833元/平米
184.14平米,西南,有,精装,鲸山觐海 ,非共有,2600,4室2厅,单价141197元/平米
93.85平米,南 北,无,其他,电视台家属大院 ,非共有,530,3室2厅,单价56474元/平米
79.92平米,南,有,精装,益田假日府邸 ,非共有,480,3室2厅,单价60061元/平米
267.41平米,南,有,精装,华润银湖蓝山 ,非共有,2880,4室2厅,单价107700元/平米
97.27平米,西北,有,其他,京光海景花园 ,非共有,688,2室2厅,单价70731元/平米
89.7平米,东南,有,简装,畔山御景花园 ,共有,410,3室2厅,单价45708元/平米
140.29平米,东南,有,简装,美加广场 ,非共有,1100,4室2厅,单价78410元/平米
88.8平米,南,无,简装,宝安新村 ,共有,580,3室2厅,单价65316元/平米
199.29平米,南,有,其他,京基滨河时代 ,非共有,1900,4室1厅,单价95339元/平米
85.72平米,东,有,精装,万科第五园五期 ,非共有,399,2室1厅,单价46547元/平米
63.4平米,东南,无,精装,中海日辉台 ,非共有,440,2室2厅,单价69401元/平米
88.23平米,东南,有,精装,阳基新天地 ,非共有,328,3室1厅,单价37176元/平米
130.55平米,南,有,其他,金地梅陇镇二期 ,非共有,930,4室1厅,单价71238元/平米
44.8平米,东北,有,其他,海珑华苑 ,非共有,235,1室0厅,单价52456元/平米
125.55平米,南,无,其他,世纪春城一期 ,非共有,620,4室2厅,单价49383元/平米
69.2平米,南,有,其他,润创兴时代公寓 ,非共有,270,3室1厅,单价39018元/平米
63.3平米,东南,无,其他,潜龙花园 ,非共有,369,2室1厅,单价58294元/平米
105.63平米,南,无,其他,万科四季花城三期 ,共有,558,3室1厅,单价52826元/平米
89.31平米,南 北,有,其他,莱蒙水榭春天一期 ,非共有,720,3室1厅,单价80619元/平米
117.53平米,南,有,其他,长城盛世家园一期 ,非共有,950,3室1厅,单价80831元/平米
95.33平米,南,有,其他,雅景苑 ,非共有,350,3室1厅,单价36715元/平米
42.74平米,东北,有,精装,花样年花港家园 ,非共有,190,2室1厅,单价44455元/平米
244.86平米,南 北,有,其他,十五峯花园 ,非共有,2200,5室2厅,单价89848元/平米
114.11平米,东南,有,其他,皇御苑二期 ,非共有,860,3室1厅,单价75366元/平米
26.41平米,南,有,精装,文康楼 ,非共有,150,1室0厅,单价56797元/平米
88.62平米,东南,有,精装,富通V都会 ,非共有,650,3室1厅,单价73347元/平米
84.16平米,北,无,其他,丽湖花园二期 ,非共有,318,3室1厅,单价37786元/平米
88.2平米,西南,有,其他,龙华花半里花园 ,非共有,520,3室2厅,单价58957元/平米
144.93平米,南,有,精装,鹏达摩尔城 ,非共有,500,4室1厅,单价34500元/平米
88.22平米,南,有,其他,同创新作 ,非共有,400,3室2厅,单价45342元/平米
116.32平米,南,有,精装,发展兴苑 ,共有,1350,3室2厅,单价116060元/平米
99.37平米,南,有,其他,春华四季园一期 ,非共有,620,3室1厅,单价62394元/平米
98.3平米,西南,有,其他,长安花园 ,非共有,1450,3室2厅,单价147508元/平米
89.79平米,东南,有,精装,潜龙曼海宁花园南区 ,非共有,740,3室2厅,单价82415元/平米
107.78平米,东南,有,其他,卓越弥敦道 ,非共有,550,4室2厅,单价51030元/平米
92.54平米,西北,无,简装,天安社区 ,非共有,619,3室2厅,单价66890元/平米
47.13平米,南,有,简装,鼎胜山邻居 ,非共有,480,2室1厅,单价101846元/平米
82.02平米,东南,有,简装,官龙名苑 ,非共有,655,2室1厅,单价79859元/平米
80.6平米,东南,无,其他,滨城新村安乐花园 ,非共有,465,3室1厅,单价57693元/平米
55.35平米,东,有,其他,佳华领汇广场king公馆 ,非共有,335,3室1厅,单价60524元/平米
101.94平米,东,有,其他,云峰花园 ,非共有,460,3室1厅,单价45125元/平米
71.74平米,东,无,简装,德福花园 ,非共有,275,3室1厅,单价38333元/平米
44.19平米,东南,有,其他,怡泰大厦 ,共有,275,1室1厅,单价62232元/平米
108.45平米,南 北,有,其他,奥宸观壹城 ,非共有,550,4室2厅,单价50715元/平米
76.73平米,西南,有,简装,麒麟花园A区 ,非共有,890,2室1厅,单价115992元/平米
71.59平米,西南,有,其他,世纪广场 ,非共有,560,2室2厅,单价78224元/平米
94.08平米,东南,有,其他,龙光玖钻 ,非共有,800,3室1厅,单价85035元/平米
105.02平米,北,有,其他,碧云天 ,共有,760,3室1厅,单价72368元/平米
59.37平米,东,有,其他,汉京山 ,非共有,728,2室2厅,单价122621元/平米
121.72平米,东南 南,有,其他,文峰华庭 ,非共有,618,4室2厅,单价50773元/平米
118平米,南,无,简装,电子设计院 ,非共有,1228,4室2厅,单价104068元/平米
242.84平米,南,有,简装,现代城华庭 ,非共有,1300,5室2厅,单价53534元/平米
140.44平米,东南,无,其他,万科城一期 ,非共有,1200,4室2厅,单价85446元/平米
90.53平米,南,无,其他,帝景园 ,非共有,1200,2室2厅,单价132553元/平米
77.65平米,东南,暂无数据,其他,湾厦路综合楼 ,共有,600,2室1厅,单价77270元/平米
98.39平米,南,有,简装,星海名城二期七组团 ,非共有,920,3室2厅,单价93506元/平米
93.94平米,南,无,其他,雷圳碧榕湾 ,共有,1100,3室2厅,单价117097元/平米
155.82平米,东 南,有,精装,浪琴屿花园 ,非共有,1920,4室2厅,单价123220元/平米
78.26平米,西北,有,其他,东方海雅居 ,非共有,690,3室2厅,单价88168元/平米
133.77平米,西南,有,其他,万科云城 ,非共有,1200,4室2厅,单价89707元/平米
113.3平米,东南,有,其他,诺德假日花园 ,共有,1850,4室2厅,单价163284元/平米
76.38平米,南,无,其他,桃源村一期 ,非共有,580,3室2厅,单价75937元/平米
102.57平米,东北,有,其他,碧海云天二期 ,非共有,1600,3室1厅,单价155992元/平米
89平米,南 北,有,精装,万科第五园八期 ,非共有,1200,4室1厅,单价134832元/平米
139.54平米,西北,有,其他,太古城北 ,非共有,2100,4室1厅,单价150495元/平米
87.4平米,南,无,其他,龙电B区 ,非共有,740,3室1厅,单价84669元/平米
162.16平米,南,有,精装,金泓凯旋城一期 ,非共有,2100,4室2厅,单价129502元/平米
64.91平米,南,有,其他,万豪御景苑 ,非共有,760,3室1厅,单价117086元/平米
78.65平米,东南,有,其他,现代城梦想家园 ,非共有,825,3室2厅,单价104896元/平米
93.88平米,东南,有,其他,佳兆业可园一期 ,非共有,640,6室2厅,单价68173元/平米
86.62平米,西南,有,其他,英达钰龙园 ,非共有,780,3室1厅,单价90049元/平米
176.62平米,南 北,有,其他,熙龙湾一期 ,非共有,3000,5室2厅,单价169857元/平米
123.69平米,西南,有,其他,阳光荔景 ,非共有,1750,3室1厅,单价141483元/平米
170.77平米,南 北,有,其他,锦绣花园三期 ,非共有,1750,4室2厅,单价102478元/平米
62.05平米,东,有,其他,四海公寓 ,非共有,680,3室2厅,单价109590元/平米
79.73平米,南,无,其他,桃源村二期 ,共有,625,3室2厅,单价78390元/平米
73.97平米,北,有,其他,海珑华苑 ,非共有,580,2室1厅,单价78411元/平米
109.79平米,南,无,其他,招东小区 ,非共有,900,4室2厅,单价81975元/平米
88.61平米,西南,有,精装,华润城润府一期 ,非共有,1760,3室2厅,单价198624元/平米
113.19平米,南,有,简装,海景花园 ,非共有,880,3室2厅,单价77746元/平米
95.45平米,南,有,其他,港湾花园 ,非共有,928,3室2厅,单价97224元/平米
161.59平米,南 西南,有,其他,碧海红树园 ,非共有,1450,4室2厅,单价89734元/平米
97.3平米,西北,有,精装,金福大厦 ,非共有,580,3室1厅,单价59610元/平米
88.89平米,东南,有,精装,畔山御景花园 ,共有,430,3室2厅,单价48375元/平米
